City,State,Metro,County Name,Price,Earthquake Grants,Fire Grants,Flood Grants,Hurricane Grants,Mud/Landslide Grants,Other Grants,Severe Storm Grants,Tornado Grants,Earthquake Events,Fire Events,Flood Events,Hurricane Events,Mud/Landslide Events,Other Events,Severe Storm Events,Tornado Events
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,88463.22,2444038.62,31053019.35,,,6830132.14,38150.78,,5.0,106.0,255.0,,,276.0,4.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,3195820.2,12122887.37,,,15849445.27,38150.78,,5.0,134.0,120.0,,,407.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,1082755.35,,,,15524652.25,,,,29.0,,,,199.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,1082755.35,,,,15524652.25,,,,29.0,,,,199.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,88463.22,2444038.62,31053019.35,,,6830132.14,38150.78,,5.0,106.0,255.0,,,276.0,4.0
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,,27464278.84,,,388985.17,,,,,116.0,,,21.0,
,,,,,,,,27464278.84,,,388985.17,,,,,116.0,,,21.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,,27464278.84,,,388985.17,,,,,116.0,,,21.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,31053019.35,,,1361922.97,,,,,255.0,,,48.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,7744379.86,,,31730539.31,,,,,197.0,,,242.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,433329.3,,,,39374836.9,,,,17.0,,,,221.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,7650400.1,22131919.88,,,38744111.33,240346.92,,,56.0,172.0,,,495.0,6.0
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,304345.1,7744379.86,,,9256045.38,,,,13.0,197.0,,,272.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,304345.1,7744379.86,,,9256045.38,,,,13.0,197.0,,,272.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,433329.3,7744379.86,,,19439168.57,,,,17.0,197.0,,,299.0,
,,,,,,,433329.3,7744379.86,,,19439168.57,,,,17.0,197.0,,,299.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,433329.3,7744379.86,,,19439168.57,,,,17.0,197.0,,,299.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,433329.3,7744379.86,,,19439168.57,,,,17.0,197.0,,,299.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,433329.3,,,,13541733.08,,,,17.0,,,,139.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,,7744379.86,,,5897435.49,,,,,197.0,,,160.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,304345.1,7744379.86,,,9256045.38,,,,13.0,197.0,,,272.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,,,,,25833103.82,,,,,,,,82.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,304345.1,,,,4557663.02,,,,13.0,,,,166.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,304345.1,,,,4557663.02,,,,13.0,,,,166.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,4451075.61,5149596.72,,,9053265.37,,,,33.0,138.0,,,243.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,4451075.61,5149596.72,,,7854212.24,,,,33.0,138.0,,,189.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,4451075.61,5149596.72,,,7854212.24,,,,33.0,138.0,,,189.0,
,,,,,,,304345.1,,,,4557663.02,,,,13.0,,,,166.0,
,,,,,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
,,,,,,,304345.1,,,,4557663.02,,,,13.0,,,,166.0,
,,,,,,,304345.1,,,,3358609.89,,,,13.0,,,,112.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,,,,,1199053.13,,,,,,,,54.0,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,1258278.18,,,,15524652.25,,,,41.0,,,,199.0,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,1082755.35,,,,15524652.25,,,,29.0,,,,199.0,
,,,,,,,1082755.35,,,,15524652.25,,,,29.0,,,,199.0,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,,27464278.84,,,388985.17,,,,,116.0,,,21.0,
,,,,,,,,1426801.97,,,266364.98,,,,,41.0,,,13.0,
,,,,,,,,1426801.97,,,266364.98,,,,,41.0,,,13.0,
,,,,,,,,1426801.97,,,266364.98,,,,,41.0,,,13.0,
,,,,,,,,1426801.97,,,266364.98,,,,,41.0,,,13.0,
,,,,,,,,1426801.97,,,266364.98,,,,,41.0,,,13.0,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,,1426801.97,,,266364.98,,,,,41.0,,,13.0,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,16017919.31,,,,1155159.8,,,,53.0,,,,22.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,16017919.31,,,,26616548.73,,,,53.0,,,,60.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,16017919.31,,,,1155159.8,,,,53.0,,,,22.0,
,,,,,,,16017919.31,,,,1155159.8,,,,53.0,,,,22.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,9653654.82,,,,25461388.93,,,,40.0,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,16017919.31,,,,26616548.73,,,,53.0,,,,60.0,
,,,,,,,9653654.82,,,,25461388.93,,,,40.0,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,16017919.31,,,,1155159.8,,,,53.0,,,,22.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,16017919.31,,,,26616548.73,,,,53.0,,,,60.0,
,,,,,,,,,,,25461388.93,,,,,,,,38.0,
,,,,,,,1121313.78,21531476.25,,,4408453.76,,,,28.0,197.0,,,78.0,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,16346204.88,,,,,,,,45.0,,,,,
,,,,,,,24850311.24,,,,,,,,83.0,,,,,
,,,,,,,2502576.07,21531476.25,,,9231276.78,,,,57.0,197.0,,,205.0,
,,,,,,,1121313.78,21531476.25,,,4408453.76,,,,28.0,197.0,,,78.0,
,,,,,,,16346204.88,,,,,,,,45.0,,,,,
,,,,,,,16346204.88,,,,,,,,45.0,,,,,
,,,,,,,30745178.35,,,,,,,,144.0,,,,,
,,,,,,,24850311.24,,,,,,,,83.0,,,,,
,,,,,,,26231573.53,,,,4822823.02,,,,112.0,,,,127.0,
,,,,,,,3278477.63,1963389.54,,,16538188.28,,,,60.0,65.0,,,295.0,
,,,,,,,24850311.24,,,,,,,,83.0,,,,,
,,,,,,,1381262.29,,,,4822823.02,,,,29.0,,,,127.0,
,,,,,,,17501028.14,,,,,,,,112.0,,,,,
,,,,,,,1121313.78,21531476.25,,,4408453.76,,,,28.0,197.0,,,78.0,
,,,,,,,41196516.12,,,,,,,,128.0,,,,,
,,,,,,,24850311.24,,,,,,,,83.0,,,,,
,,,,,,,24850311.24,,,,,,,,83.0,,,,,
,,,,,,,24850311.24,,,,,,,,83.0,,,,,
,,,,,,,1381262.29,,,,4822823.02,,,,29.0,,,,127.0,
,,,,,,,1381262.29,,,,4822823.02,,,,29.0,,,,127.0,
,,,,,,,16346204.88,,,,,,,,45.0,,,,,
,,,,,,,16346204.88,,,,,,,,45.0,,,,,
,,,,,,,1381262.29,,,,4822823.02,,,,29.0,,,,127.0,
,,,,,,,16346204.88,,,,,,,,45.0,,,,,
,,,,,,,16346204.88,,,,,,,,45.0,,,,,
,,,,,,,1121313.78,21531476.25,,,4408453.76,,,,28.0,197.0,,,78.0,
,,,,,,,2162970.06,,,,4822823.02,,,,42.0,,,,127.0,
,,,,,,,16346204.88,,,,,,,,45.0,,,,,
,,,,,,,1381262.29,,,,4822823.02,,,,29.0,,,,127.0,
,,,,,,,24850311.24,,,,,,,,83.0,,,,,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,2502576.07,21531476.25,,,9231276.78,,,,57.0,197.0,,,205.0,
,,,,,,,175522.83,,,,,,,,12.0,,,,,
,,,,,,,24850311.24,,,,,,,,83.0,,,,,
,,,,,,,1381262.29,,,,4822823.02,,,,29.0,,,,127.0,
,,,,,,,781707.77,,,,,,,,13.0,,,,,
